Year,State,District,Reg.No,Donor_s_no,Donor_Name,Donor_type,Donor_Address,Purpose,Amount (INR)
2017-2018,Delhi,Delhi,231660003,3,i M JKP Radha Madhav Dham,Institutional,"400, Barsana Road, Austin, Tx 78737, USA , United States of America, Email Id: , Website Address :",Social,3739070
2017-2018,Delhi,Delhi,231660003,4,International Bhaktiyoga Sadhana Society,Institutional,"30, Nantucket Boulevard, Scarborough, Ontario, M1P 2N4, Canada. , Canada, Email Id: , Website Address :",Social,9211040
2017-2018,Delhi,Delhi,231660003,5,Subramanium Tavintharan,Individual,"Block 543, # 13-188, Serangoon North Ave- 3, Singapore 550543 , Singapore, Email Id: , Website Address :",Social,1500000
2017-2018,Delhi,Delhi,231660003,6,Radha Madhav Society,Institutional,"DBA Yugal Kunj 2769, Dluth HWY Duluth, GA 300964019 , United States of America, Email Id: , Website Address :",Social,22440718
2017-2018,Delhi,Delhi,231660003,7,David Mc Caldin,Individual,"211, Laurel Park, Newcastle, Galway, Ireland , Ireland, Email Id: , Website Address :",Social,72162
2017-2018,Delhi,Delhi,231660003,8,JKP Foundation,Institutional,"400 Barsana Road, Austin, Texas 78737, USA , United States of America, Email Id: , Website Address :",Social,5711007
2017-2018,Delhi,Delhi,231660003,9,Shukla Rani Jagota,Individual,"129, London Road, Preston PRI 4BA U.K. , United Kingdom, Email Id: , Website Address :",Social,377000
2017-2018,Delhi,Delhi,231660003,10,Madan Trust Trading,Institutional,"10B, Cornwali Park Avenue, Epsom, Auckland 1051, New Zealand , New Zealand, Email Id: , Website Address :",Social,10401750
2017-2018,Delhi,Delhi,231660003,11,JRP HongKong Limited,Institutional,"PO Box 9221, Newmarket, Auckland, 1149, New Zealand. , New Zealand, Email Id: , Website Address :",Social,9943638
2017-2018,Delhi,Delhi,231660168,1,INDIAN FOR COLLECTIVE r ACTION t,Institutional,"3838 MUMFORD PLACE PALO ALTO CA 94306 USA , United States of America, Email Id: , Website Address :",Social,1966124
2017-2018,Delhi,Delhi,231660940,1,AXA Research Fund r t s,Institutional,"AXA SA 25 avenue Matignon 75008 Paris , France, Email Id: axarf.agreement@axa.c om, Website Address : https://www.axa- research.org/",Social,3251602
2017-2018,Delhi,Delhi,231660940,2,i n Global Giving Foundation i M,Institutional,"1110 Vermont Avenue NW,  Suite 550, Washington, DC 20005, USA , United States of America, Email Id: projecthelp@globalgivi ng.org, Website Address : http://www.globalgivin g.org",Social,806053
2017-2018,Delhi,Delhi,231660940,3,United Way of Mumbai,Institutional,"309 Nirman Kendra Dr. E Moses Road,Mahalaxmi Mumbai- 400011 , India, Email Id: preeti@unitedwaymum bai.org, Website Address : https://www.unitedway mumbai.org/",Social,40777
2017-2018,Delhi,Delhi,231661587,1,PERNOD RICARD INDIA PRIVATE LIMITED,Institutional,"104 ASHOKA ESTATE BARAKHAMBA ROAD NEW DELHI-110001 , India, Email Id: nitin.ghate@pernod -ricard.com, Website Address : http://www.pernod- ricard-india.com",Social,2349744
2017-2018,Delhi,Delhi,231661587,2,Lease Plan India Private Limited,Institutional,"2nd Floor, Tower A, Millennium Plaza, Sector 27, Gurgaon, Haryana 122002 , India, Email Id: reachus@leaseplan. co.in, Website Address : http://www.leasepl an.co.in/",Social,815688
2017-2018,Delhi,Delhi,231650949,1,ABLE UK,Institutional,"54 Claremount Avenue Bramcote, Nottingham N.G93DC , United Kingdom, Email Id: jlhouse@live.co.uk, Website Address :",Social,1782200
2017-2018,Delhi,Delhi,231650949,2,ABLE USA,Institutional,"PINEDER FOR AND ASSOCIATES 400N CARROLL AVE SOUTHLAKE TX76092,UNITED STATES OF AMERICA , United States of America, Email Id: , Website Address :",Social,19991000
2017-2018,Delhi,Delhi,231660215,1,FIA FOUNDATION r,Institutional,"60, TRAFALGAR SQUARE, LONDON UK , United Kingdom, Email Id: , Website Address :",Educational,5267711
2017-2018,Delhi,Delhi,231660215,2,t s US Dot  Volpe Centre i n i,Institutional,"55, BROADWAY, V222 CAMBRIDGE MA 02142-1001 , United States of America, Email Id: , Website Address :",Educational,13217996
2017-2018,Delhi,Delhi,231650169,1,Vikas Nijhawan,Individual,"5913, Roxie Terrace, Fremont, California , United States of America, Email Id: vikasnijhawan1978 @gmail.com, Website Address :",Social,10000
2017-2018,Delhi,Delhi,231650169,2,Fotsch Rivon Marie Christine,Individual,"Eichstrasee 20 CH- 5432 Neuenhof , Switzerland, Email Id: christine@ssassa.ch , Website Address :",Social,199514.7
2017-2018,Delhi,Delhi,231650169,3,Kailash Satyarthi Children Foundation US,Institutional,"1420 New York Avenue NW, Washington , United States of America, Email Id: info@satyarthi.org, Website Address :",Social,1758889.35
2017-2018,Delhi,Delhi,231650169,4,Ram Lal Mehra,Individual,"Dunant Ring 115B Frankfort , Germany , Email Id: pensionalex@live.d e, Website Address :",Social,27433
2017-2018,Delhi,Delhi,231650169,5,Bread for the World,Institutional,"Caroline-Michaelis -Str. 1, 10115, Berlin , Germany , Email Id: andrea.erdle@brotf uer-die-welt.de, Website Address :",Social,4989185.7
2017-2018,Delhi,Delhi,231650169,6,Stichting Kidsrights,Institutional,"P.O Box 283- HQ9161,1000 AE Amsterdam, Netherlands , Netherlands, Email Id: ellen@kidsrights.or g, Website Address : http://www.kidsrig hts.org",Social,4415837.5
2017-2018,Delhi,Delhi,231650169,7,Made In A Free World,Institutional,"o 850 MontgoHmery Street 155 San Francisco CA   941f33 , United States of America, o Email Id:  kyle@madeinafree world.com, Website Address : http://www.madein afreeworld.com",Social,2564668.61
2017-2018,Delhi,Delhi,231650169,8,The Childrens Investment Fund Foundation i M,Institutional,"7 Clifford St, London W1S 2FT, United Kingdom , United Kingdom, Email Id: matt@tcifund.com, Website Address : http://www.tcifund. com",Social,2583100
2017-2018,Delhi,Delhi,231650169,9,The Childrens Investment Fund Foundation,Institutional,"7 Clifford St, London W1S 2FT, United Kingdom , United Kingdom, Email Id: matt@tcifund.com, Website Address : http://www.tcifund. com",Social,128303659
2017-2018,Delhi,Delhi,231650794,1,ROSAJAS FOUNDATION,Institutional,"PATRICA MONTATTOLE GRANGES, SWISS FRANCE , France, Email Id: , Website Address :",Educational,22992
2017-2018,Delhi,Delhi,231661762,1,M.S Chikkara,Individual,"7,Country Squire Court Dixhills,New York-11746 , United States of America, Email Id: , Website Address :",Educational,6610
2017-2018,Delhi,Delhi,231650486,1,RIKSKONSERTENE r,Institutional,"POSTBOKS 4261, NYDALEN 0401 OSLO, Norway , Norway, Email Id: , Website Address :",Cultural,4186850
2017-2018,Delhi,Delhi,231661130,1,National Foundation of India,Institutional,"India Habitat Centre,Core 4-A, PO Box 3133, Lodhi Road, New Delhi - 110003 , India , India, Email Id: , Website Address :",Social,700069
2017-2018,Delhi,Delhi,231661130,2,Jal Seva Charitable Foundation,Institutional,"2nd Floor, New Block, RK Khanna Tennis Stadium, DLTA Complex1 , Africa Avenue, Safdarjung Enclave, New Delhi - 110029 , India, Email Id: , Website Address :",Social,952353
2017-2018,Delhi,Delhi,231661130,3,Shambhul Nabi,Individual,"22 Astlethorpe, Two mile ash, Milton Keynes, MK8 8EN, Buckinghamshire, U.K. , United Kingdom, Email Id: sumbul_nabi@yah oo.co.uk, Website Address :",Social,121750
2017-2018,Delhi,Delhi,231661130,4,BODO Huetten Stiftung,Institutional,"Laurentiusstr 2 50374 Erftstadt Germany , Germany , Email Id: , Website Address :",Social,1188246
2017-2018,Delhi,Delhi,231661130,5,FIAN International,Institutional,"Willy Brandt Platz 5, 69115 Heidelberg, Germany , Germany , Email Id: , Website Address :",Social,827239.11
2017-2018,Delhi,Delhi,231661130,6,University of York,Institutional,"DEPARTMENT POLITICE, HESLINGTON YORK,YO 10 5 DD, U.K. , United Kingdom, Email Id: , Website Address :",Social,950000
2017-2018,Delhi,Delhi,231661130,7,American Muslim Physicians of India,Institutional,"o Number 810H, 73RD, Street Downers Grove,   Dupfage Illinois, USA -60516 , o United States of  America, , United States of America, Email Id: , Website Address :",Social,837815
2017-2018,Delhi,Delhi,231661130,8,Fund for Global Human Rights,Institutional,"1301 Connecticut Avenue NW, Suite 400 , United States of America, Email Id: , Website Address :",Social,756327
2017-2018,Delhi,Delhi,231661130,9,i Law and SocieMty Trust,Institutional,"03 Kynsey Terrace Colombo 00800 Sri Lanka , Sri Lanka, Email Id: , Website Address :",Social,1363192.38
2017-2018,Delhi,Delhi,231661130,10,Rosa Luxemburg Stiftung,Institutional,"Franz Mehring Platz1, 10243 Berlin, Germany , Germany , Email Id: , Website Address :",Social,1132411
2017-2018,Delhi,Delhi,231661130,11,Bread for the World,Institutional,"Postfach 40164 10061 Berlin Germany , Germany , Email Id: , Website Address :",Social,561841.52
2017-2018,Delhi,Delhi,231661130,12,Indian Muslim Relief and Charity,Institutional,"800 San Antonis Rd, # 1 Palo, Altoca, USA , United States of America, Email Id: , Website Address :",Social,901676
2017-2018,Delhi,Delhi,231661130,13,Association for Indias Development,Institutional,"P O Box F, College Park, MD 20741 , United States of America, Email Id: , Website Address :",Social,4093780.64
2017-2018,Delhi,Delhi,231650163,1,St. Johns Tamil C.S.I. Church,Institutional,"Ahamadi , Kuwait, Email Id: , Website Address :",Social,25000
2017-2018,Delhi,Delhi,231650163,2,r t ASWATH ROAD s BAPTIST CHURCH,Institutional,"WEST DESMOINS , United States of America, Email Id: , Website Address :",Social,791415
2017-2018,Delhi,Delhi,231650163,3,i n SIOBHON DUNN   ms i M,Individual,"CHARIS, 33 TIMPSON ROW ONLEY, BUCKINGHAM SHIRE, MK 46 4JJ , United Kingdom, Email Id: asdunn@btinternet.com , Website Address :",Social,349639
2017-2018,Delhi,Delhi,231650163,4,HILLARY GRIFFTHS,Individual,"10 BYE WAYS SURBITON, KT 5 AND HT SURREY, ENGLAND , United Kingdom, Email Id: hillary.girffths10@blue yonder.co.uk, Website Address :",Social,82139
2017-2018,Delhi,Delhi,231650163,5,IYATHU RAJMOHAN,Individual,"B 22 ALKHOR HOUSING COMMUNITY, P BOX NO. 22166, DOHA, QATAR. , Qatar, Email Id: , Website Address :",Social,33024
2017-2018,Delhi,Delhi,231650163,6,Udhaidulla Protestant,Institutional,"P.O. Box 8684, Udhailliya, Saudi Arabia 31311 , United Arab Emirates, Email Id: , Website Address :",Social,568707
2017-2018,Delhi,Delhi,231650163,7,FUND FOR EDUCATION AND ENTERPRISE,Institutional,"1529, FERNDALE DRIVE, AUBURN AL 36832 , United States of America, Email Id: swamidoss@yahoo.co m, Website Address :",Social,253443
2017-2018,Delhi,Delhi,231650163,8,KINDERNOTHILFE EV,Institutional,"DUSSELDORFER LANDSTR 180 47249 DUISBURG , Germany , Email Id: Verena.Degens@knh.d e, Website Address :",Social,8457515
2017-2018,Delhi,Delhi,231650163,9,INDIENHILFE,Institutional,"NO.874, 17TH E MAIN ROAD, 6TH BLOCK, KORAMANGALA, BANGLORE, PIN CODE 560095 , India, Email Id: indienhilfe@airtelmail. in, Website Address :",Social,2159130
2017-2018,Delhi,Delhi,231660214,1,The Shrimati Pushpa Wati Loomba r Memorial Foundation t,Institutional,"UK 622,WESTERN AVENUE LONDON,W3 OTF UK, , United Kingdom, Email Id: , Website Address :",Educational,34566139
2017-2018,Delhi,Delhi,231661121,1,IMDADUL MUSLIMEEN r t s,Institutional,"17 DOCK STREET, BLACKBURN, LANCASHIRE, ENGLAND,BB1 3AT , United Kingdom, Email Id: , Website Address :",Educational,344519
2017-2018,Delhi,Delhi,231650964,1,SMT.  Barbara Bailly,Individual,"31- Kirchweg,Liederba ch-65835 , Germany , Email Id: , Website Address :",Social,80000
2017-2018,Delhi,Delhi,231650964,2,Sh Bheemanagouda Basavant Patil and Sudha Patil,Individual,"Sudha Patil-547, River Road Fair Field homilton 3214, New Zealand , New Zealand, Email Id: , Website Address :",Social,499174
2017-2018,Delhi,Delhi,231660900,1,Globale friedensinitiative schweiz,Institutional,"Attn: Felix Kagi, Auf Der Lyss 16 4041 Basel, Switzerland , Switzerland, Email Id: , Website Address :",Educational,506369
2017-2018,Delhi,Delhi,231660900,2,Global Country of World Peace Foundation,Institutional,"Rajapark Company Ltd., 4th Floor, Rajapark Building, 163, Sukumvit, 21, Asoke Road, Bangkok 10110 Thailand , Thailand, Email Id: , Website Address :",Educational,9903498
2017-2018,Delhi,Delhi,231660900,3,Brahmananda Saraswati Yagya Foundation,Institutional,"POST BOX NO  46 FAIRFIELD LOWA 52556UNITED STATE OF AMERICA , United States of America, Email Id: , Website Address :",Educational,3952083
2017-2018,Delhi,Delhi,231660132,1,FEDERATION CO REFORMIERI r,Institutional,"WIESENSTR-14 GERODSWIL , Switzerland, Email Id: b.botschen@bluewin.c h, Website Address :",Educational,129856
2017-2018,Delhi,Delhi,231660985,1,NIRMALA VIDYA LLC,Institutional,"268 OVERPECK AVENUE RIDGEFIELD PARK NEW JERSEY 07660 , United States of America, Email Id: , Website Address :",Social,50000
2017-2018,Delhi,Delhi,231660882,1,Sharon Chen Bee Yen r,Individual,"Malaysia , Malaysia, Email Id: khooleeseng@hotmail. com, Website Address :",Social,69303
2017-2018,Delhi,Delhi,231660882,2,t s Global Giving Foundation Inc i,Institutional,"USA , United States of America, Email Id: disbursements@global giving.org, Website Address :",Social,529886
2017-2018,Delhi,Delhi,231660882,3,n i MSharon Chen Bee Yen,Individual,"Malaysia , Malaysia, Email Id: khooleeseng@hotmail. com, Website Address :",Social,51123
2017-2018,Delhi,Delhi,231660882,4,Markel Catco Investment Management,Institutional,"Bermuda , United States of America, Email Id: anupam.sarkar@missio nsmile.org, Website Address : http://www.missionsmi le.org",Social,309668
2017-2018,Delhi,Delhi,231660882,5,Love Without Boundaries Foundation,Institutional,"USA , United States of America, Email Id: info@lwbmail.com, Website Address : http://www.lovewithou tboundaries.com",Social,624834
2017-2018,Delhi,Delhi,231660882,6,Wassim Elias Nasrallah And Or Paula,Individual,"Qatar , Qatar, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,154353
2017-2018,Delhi,Delhi,231660882,7,The Chily Foundation,Institutional,"UK , United Kingdom, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,839800
2017-2018,Delhi,Delhi,231660882,8,The Balasuriya Foundation Cio,Institutional,"UK , United Kingdom, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,1345720
2017-2018,Delhi,Delhi,231660882,9,Winterton Capital,Institutional,"UK , United Kingdom, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,419562
2017-2018,Delhi,Delhi,231660882,10,THE UTLEY FAMILY CHARITABLE TRUST,Institutional,"6 NEW STREET SQUARE, LONDON, EC4A 3AQ , United Kingdom, Email Id: contact@missionsmile. org, Website Address : http://utleyfoundation.o rg.uk/",Social,838900
2017-2018,Delhi,Delhi,231660882,11,Gunther Saacke,Individual,"UK , United Kingdom, Email Id: contact@missionsmile. org, Website Address : http://www.missionsmi le.org",Social,319202
2017-2018,Delhi,Delhi,231660882,12,Khalifa Subaey,Individual,"Qatar , Qatar, Email Id: contact@missionsmAile. org, Website Address : https://www.missionsm ile.org",Social,2890382
2017-2018,Delhi,Delhi,231660882,13,Capsicum Reinsurance Brokers No. 1,Institutional,"e UK , United Kingdom, Emailm Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,838525
2017-2018,Delhi,Delhi,231660882,14,Scimitar Global Limited,Institutional,"o Bermuda , United Kingdom, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,1492160
2017-2018,Delhi,Delhi,231660882,15,Pradeep Saga r,Institutional,"USA , United States of America, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,637772
2017-2018,Delhi,Delhi,231660882,16,t s Stellar Investments i n,Institutional,"USA , United States of America, Email Id: contact@missionsmile. org, Website Address : https://www.missionsm ile.org",Social,1497600
2017-2018,Delhi,Delhi,231660882,17,i M Markerstudy Group,Institutional,"45 Westerham Rd, Sevenoaks TN13 2QB, UK , United Kingdom, Email Id: FHorlock@markerstud y.com, Website Address :",Social,2088563
2017-2018,Delhi,Delhi,231660882,18,Haven Insurance,Institutional,"UK , United Kingdom, Email Id: martin@motorcade.co. uk, Website Address :",Social,205347
2017-2018,Delhi,Delhi,231660882,19,Forcey David Forcey Bernadette,Individual,"UK , United Kingdom, Email Id: david@forcey.co.uk, Website Address :",Social,56742
2017-2018,Delhi,Delhi,231660882,20,Global Giving Foundation Inc,Institutional,"USA , United States of America, Email Id: disbursements@global giving.org, Website Address :",Social,1734753
2017-2018,Delhi,Delhi,231660882,21,Love Without Boundaries Foundation,Institutional,"USA , United States of America, Email Id: info@lwbmail.com, Website Address : http://www.lovewithou tboundaries.com",Social,1477840
2017-2018,Delhi,Delhi,231660882,22,Sherali Fazal Visram Memorial Inc.,Institutional,"Canada , Canada, Email Id: amin@vistahospitality. com, Website Address :",Social,423613
2017-2018,Delhi,Delhi,231660882,23,Navin Bajaj.Give India,Individual,"Qatar , Qatar, Email Id: backoffice@giveindia. org, Website Address : http://www.giveindia.o rg",Social,29971
2017-2018,Delhi,Delhi,231660882,24,Navin Bajaj,Individual,"Qatar , Qatar, Email Id: navinradhikar1@hotma il.com, Website Address :",Social,30000
2017-2018,Delhi,Delhi,231660882,25,Global Giving Foundation Inc,Institutional,"USA , United States of America, Email Id: disbursements@global giving.org, Website Address :",Social,28433
2017-2018,Delhi,Delhi,231660882,26,Dr Khoo Lee Kian,Individual,"Malaysia , Malaysia, Email Id: contact@missionsmile. org, Website Address :",Social,92300
2017-2018,Delhi,Delhi,231660418,1,Akshay Radhike Sabhikhi,Individual,"USA , United States of America, Email Id: , Website Address :",Educational,30737
2017-2018,Delhi,Delhi,231660418,2,r t Ms Kavita Khanna,Individual,"USA , United States of America, Email Id: , Website Address :",Educational,322629
2017-2018,Delhi,Delhi,231650097,1,Conferenza Episcopale Italiana r t s i,Institutional,"SERVIZIO INTERVENTI CARITATIVI A FAVORE DEL TERZO MONDO Via Aurelia, 46800165 Roma Italia , Italy, Email Id: , Website Address :",Social,24402104
2017-2018,Delhi,Delhi,231660464,1,FRIEDRICH EBERT STIFTUNG r,Institutional,"K-70 B, HAUZ KHAS ENCLAVE , India, Email Id: , Website Address :",Social,790204
2017-2018,Delhi,Delhi,231650913,1,AAICT r,Institutional,"Germantown TN 38139, USA , United States of America, Email Id: , Website Address :",Social,686148
2017-2018,Delhi,Delhi,231660248,1,UNITED WAY OF DELHI r t,Institutional,"2/27, GROUND FLOOR, SARVA PRIYA VIHAR, NEW DELHI-110016 , India, Email Id: , Website Address :",Social,78000
2017-2018,Delhi,Delhi,231660520,1,Christian Church of Los Gatos r t,Institutional,"16845 Hicks Rd, Los Gatos, CA 95032, United States, 95032 , United States of America, Email Id: , Website Address :",Social,750510.17
2017-2018,Delhi,Delhi,231660454,1,PETER MARTIN GRABEN r t,Individual,"Gruppe - K, Oberer Graben 3a, 85354 Freising, Germany , Germany , Email Id: office@gruppe-k.de, Website Address :",Social,73834
2017-2018,Delhi,Delhi,231660454,2,s i ALBATROS TRAVEL n i M,Institutional,"TONDERGADE 16, DK 1752 COPENHAGEN V DENMARK , Denmark, Email Id: cw@albatros-travel.dk, Website Address : http://albatros- travel.com",Social,100000
2017-2018,Delhi,Delhi,231660454,3,THE RUG CO,Institutional,"119B PORTLAND ROAD, HOLLAND PARK, LONDON W11 4LN, U.K. , United Kingdom, Email Id: caroline.kent@therugc ompany.com, Website Address : http://www.therugcom pany.com",Social,590700
2017-2018,Delhi,Delhi,231660454,4,GLOBAL GIVING FOUNDATION,Institutional,"1110, VERMONT AVENUE, NW SUITE 550 WASHINGTON, DC 20005, USA , United States of America, Email Id: , Website Address : http://www.globalgivin g.org",Social,174442
2017-2018,Delhi,Delhi,231660454,5,MUKTI FOUNDATION,Institutional,"84, KENILWORTH AVENUE, SOUTHCOTE, READING RG303DW, ENGLAND, U.K. , United Kingdom, Email Id: uddhava@traditionalyo ga.org, Website Address : https://www.mukti.trad itionalyoga.org",Social,810670
