Registration Number,Association Name,State,Cancellation Type,Cancellation Year
310540033,Arunachal Techno Management Consultancy Society,Arunachal Pradesh,On Violation,2015
310540035,Arunachal Pradesh Society for Rural Development,Arunachal Pradesh,On Violation,2015
310550002,ARUNACHAL ORGANIC AGRO-GRAMIN ALLIANCE,Arunachal Pradesh,On Violation,2015
310590001,Abotani Educational and Cultural Society,Arunachal Pradesh,On Violation,2015
240020014,The Salvation Felloship Trust,Andaman & Nicobar Islands,On Violation,2015
240020022,Ramakrishna Math,Andaman & Nicobar Islands,On Violation,2015
240020026,Kala Vidya Mandir Prabandh Samiti,Andaman & Nicobar Islands,On Violation,2015
240020018,ISLAND MARANATHA MINISTRIES,Andaman & Nicobar Islands,On Violation,2015
240020021,Bethany Educational society,Andaman & Nicobar Islands,On Violation,2015
240020016,Association of Christ for Islands,Andaman & Nicobar Islands,On Violation,2015
231661218,Educational Society of Professionals and Vocationals,Delhi,On Violation,2015
10160212,Indira Priyadarsini Mandala Mahila Manda,Andhra Pradesh,On Violation,2015
10190213,Indira Mahila Vikalangula Seva Sangam,Andhra Pradesh,On Violation,2015
10300010,Indira Mahila Mandali,Telangana,On Violation,2015
10160024,Indira Mahila Mandali,Andhra Pradesh,On Violation,2015
10160227,Indira Mahila Mandali,Andhra Pradesh,On Violation,2015
10310065,Indian Social Welfare And Community Aid Welfare Association,Andhra Pradesh,On Violation,2015
10230146,Indian Church of Christ Evangelistic Association,Telangana,On Violation,2015
10230387,Heritage Health Management Trust,Telangana,On Violation,2015
10250072,Centre For Rural Advancement & Necessary Though of Healt & Environment,Telangana,On Violation,2015
10120259,VAILANKANNI MATHA EDUCATIONAL SOCIETY,Andhra Pradesh,On Violation,2015
10190357,Ushodaya Yuvajana Samkshema Sangham,Andhra Pradesh,On Violation,2015
10230772,USHA SANJEEVA REDDY WELFARE SOCIETY,Telangana,On Violation,2015
10230415,Upacor,Telangana,On Violation,2015
10230223,University of Hyderabad,Telangana,On Violation,2015
10270047,Universal Society,Andhra Pradesh,On Violation,2015
10250150,TRUTHFUL GOSPEL MINISTRIES SOCIETY,Telangana,On Violation,2015
10280053,Tribal Rural Development Association,Telangana,On Violation,2015
10250101,Tribal Rural Environment and Educational Society,Telangana,On Violation,2015
10170216,Tribal Health Rural Education Agriculture & Development Society,Andhra Pradesh,On Violation,2015
10330079,Tribal Development Society,Andhra Pradesh,On Violation,2015
10310220,Training Reconstruction Educational Environmental Society,Andhra Pradesh,On Violation,2015
10230194,Training & Development Centre,Telangana,On Violation,2015
10350100,Timpany School Society,Andhra Pradesh,On Violation,2015
10260255,Timothy Trust Association,Andhra Pradesh,On Violation,2015
10160141,Thegalapalli Achammem Seva Sadan,Andhra Pradesh,On Violation,2015
10140055,The Thumbur Yuvajana Sangham,Andhra Pradesh,On Violation,2015
10310009,The Siom Gospel Society India,Andhra Pradesh,On Violation,2015
10140151,The Rural Development Society,Andhra Pradesh,On Violation,2015
10140092,The Rural Community Development Association,Andhra Pradesh,On Violation,2015
10160027,The Rural Agricultural And Industrial Development Social Service Society,Andhra Pradesh,On Violation,2015
10270031,The Royalseema Council of Telugu Baptist Christian Churches,Andhra Pradesh,On Violation,2015
10160094,The Rayalaseema Vijnama Vireasa Seva Kshtra,Andhra Pradesh,On Violation,2015
10310258,THE POOR COMMUNITIES DEVELOPMENT SOCIETY,Andhra Pradesh,On Violation,2015
10180015,The Poor Christian Children Orphanage Home,Andhra Pradesh,On Violation,2015
10190077,The Phirangirpuram Social Service Society,Andhra Pradesh,On Violation,2015
10160183,The Palugurallapalle Labour Contract Cooperative Society,Andhra Pradesh,On Violation,2015
10310066,The Nellore Distt. Welfare Society For The Weaker Section and Unemployed,Andhra Pradesh,On Violation,2015
10310041,The Nellore Distt. Socio-Agricultural Development Society,Andhra Pradesh,On Violation,2015
10140114,The Nagalapuram Agricultural & Health Education Development Society,Andhra Pradesh,On Violation,2015
10260152,The Modumudi Grama Yuvajana Sangham,Andhra Pradesh,On Violation,2015
10230336,The Ministry of the Corner Stone International,Telangana,On Violation,2015
10190116,The Mannam Ministries,Andhra Pradesh,On Violation,2015
10250012,The Little Flowers Boy's Home,Telangana,On Violation,2015
10340008,The Leprosy Mission Control Unit,Andhra Pradesh,On Violation,2015
10370003,The Leprosy Mission Comprehensive Health Centre Unit,Andhra Pradesh,On Violation,2015
10260071,The Leprosy Mision Hospital,Andhra Pradesh,On Violation,2015
10370005,The Leorosy Mission,Andhra Pradesh,On Violation,2015
10330124,The Konaseema Community Socio Economic development Society,Andhra Pradesh,On Violation,2015
10260040,The Indian Pentacostal Church of God in A.P.,Andhra Pradesh,On Violation,2015
10260059,The India Christian Faith,Andhra Pradesh,On Violation,2015
10160088,The Harijana Girijana & Backward Class Development Welfare Society,Andhra Pradesh,On Violation,2015
10260037,The Guntuapalli Don Bosco Society,Andhra Pradesh,On Violation,2015
10370070,The Gospel Tribal Ministries,Andhra Pradesh,On Violation,2015
10230275,The Good Samaritan Reformatory & Rehabilation Centre,Telangana,On Violation,2015
10170048,The Dawn Book Supply Association,Andhra Pradesh,On Violation,2015
10160165,The Cuddapah Distt. Nava Nirman Samithi,Andhra Pradesh,On Violation,2015
10260065,The Congregation of Brothers of St. Joseph,Andhra Pradesh,On Violation,2015
10160106,The Biblical Church of India,Andhra Pradesh,On Violation,2015
10190387,THE BHARATHI MAHILA MUTUALLY AIDED COOPERATIVE CREDIT AND THRIFT SOCIETY LIMITED,Andhra Pradesh,On Violation,2015
10160113,The Andhra Pradesh Vyasaya Cooleela Abyhyudaya Seva Samajam,Andhra Pradesh,On Violation,2015
10230478,The Andhra Pradesh Tribal (Girijan) Welfare(Abhyudaya) Union (Sangham),Telangana,On Violation,2015
10320017,The Andhra Pradesh State Forum for Economically Weaker Sections,Telangana,On Violation,2015
10270152,Thahir Minority Educational Society,Andhra Pradesh,On Violation,2015
10230457,Tesla Medical Education and Research Academy,Telangana,On Violation,2015
10140152,Telugu Bharati Mahila Mandali,Andhra Pradesh,On Violation,2015
10360051,Telengana Rural Upliftment,Telangana,On Violation,2015
10320027,Tejomayi,Telangana,On Violation,2015
10120021,Talamark Integrated Development Society,Andhra Pradesh,On Violation,2015
10120044,Tadpatri Harijana Lablur Abhuyuday Sangh,Andhra Pradesh,On Violation,2015
10140149,Swathi Nurse Training & Educational Development Society,Andhra Pradesh,On Violation,2015
10140166,Swathi Education Society,Andhra Pradesh,On Violation,2015
10310255,Swasakthi Mahila Mandali,Andhra Pradesh,On Violation,2015
10300053,Swaranna Rural Development Service Society,Telangana,On Violation,2015
10330083,Suvatha Mahila Mandli Pandillapalli,Andhra Pradesh,On Violation,2015
10230532,Suryakumari Abraham Memorial Foundation,Telangana,On Violation,2015
10190175,Surya Kiran Parents Association For Welfare of Mentally Handicappd Children,Andhra Pradesh,On Violation,2015
10260267,Surya Educational Academy,Andhra Pradesh,On Violation,2015
10140165,Sunrise,Andhra Pradesh,On Violation,2015
10170134,Suneetha Mahila Mandali,Andhra Pradesh,On Violation,2015
10230109,Sultan-U-Uloom Education Society,Telangana,On Violation,2015
10190263,Sujana Welfare Organisation for rural Development,Andhra Pradesh,On Violation,2015
10160198,Subhasini Nilayam Association,Andhra Pradesh,On Violation,2015
10260105,Stri Sisu Seva Samithi,Andhra Pradesh,On Violation,2015
10120032,Stri Karmika Aikya Mathya Sangha,Andhra Pradesh,On Violation,2015
10120049,Stree Karmika Aiyamatya Sangha,Andhra Pradesh,On Violation,2015
10350198,STJOSEPH URCHINS WELFARE ASSOCIATION,Andhra Pradesh,On Violation,2015
10180166,Step to Educate Poor,Andhra Pradesh,On Violation,2015
10230458,State Health And Family Welfare Society,Telangana,On Violation,2015
10230025,Stanley Girls Junior College Hostel,Telangana,On Violation,2015
10230027,"Stanely Girls Jr. College, Diploma in Commercial Practice",Telangana,On Violation,2015
10270188,St.John Christian Minority Educational Society,Andhra Pradesh,On Violation,2015
10220112,St.Ann's Educational Society,Telangana,On Violation,2015
10230261,St. Xavier's Educational Society,Telangana,On Violation,2015
10250033,St. Thomas Church,Telangana,On Violation,2015
10270103,St. Philomina's Welfare Centre For Women,Andhra Pradesh,On Violation,2015
10190340,St. Peter's M.P.H.W. (F) Development Society,Andhra Pradesh,On Violation,2015
10160367,St. Mary's Educational Society,Andhra Pradesh,On Violation,2015
10160321,St. Mary's Educational Society,Andhra Pradesh,On Violation,2015
10360013,"St. Lukes ' Orphanage, I",Telangana,On Violation,2015
10270184,St. Luke's Peoples Health Services and Society,Andhra Pradesh,On Violation,2015
10250061,St. Joseph's Celu and Social Service Society,Telangana,On Violation,2015
10250002,St. Joseph's Boarding Home,Telangana,On Violation,2015
10220005,St. John's Regional Seminary Society,Telangana,On Violation,2015
10240001,St. John's Boarding Home,Telangana,On Violation,2015
10180051,St. John Vianmey RCM Church,Andhra Pradesh,On Violation,2015
10240036,St. Helena's Educational and Welfare Society,Telangana,On Violation,2015
10190072,St. Francis Convent,Andhra Pradesh,On Violation,2015
10190010,St. Francis Convent,Andhra Pradesh,On Violation,2015
10220187,St. Don Bosco Educational Society,Telangana,On Violation,2015
10220138,St. Anthony's Educational Society,Telangana,On Violation,2015
10310175,St. Anthony Charitable Trust,Andhra Pradesh,On Violation,2015
10160118,St. Anne's Convent,Andhra Pradesh,On Violation,2015
10330007,St. Ann's Convent,Andhra Pradesh,On Violation,2015
10320004,St. Ann's Church,Telangana,On Violation,2015
10250003,St. Alphonsus Boarding Home,Telangana,On Violation,2015
10250095,St Paul's Boarding Home,Telangana,On Violation,2015
10310021,Srujama Educational Trust,Andhra Pradesh,On Violation,2015
10330044,Srinivasa Mahila Mandali Darsiagraharam,Andhra Pradesh,On Violation,2015
10190122,Srinivasa Mahila Mandali,Andhra Pradesh,On Violation,2015
10280026,Srinivasa Education Society,Telangana,On Violation,2015
10160026,Sri Vijaya Lakshmi Mahila Mandali,Andhra Pradesh,On Violation,2015
10260224,Sri Vijaya Educational & Cultural Society,Andhra Pradesh,On Violation,2015
10140138,Sri Ventateshwara & Educational University,Andhra Pradesh,On Violation,2015
10190262,Sri Venkateswara Mahila Mandali,Andhra Pradesh,On Violation,2015
10180120,Sri Venkateswara Mahila Mandali,Andhra Pradesh,On Violation,2015
10330141,Sri Venkateswara Education Society,Andhra Pradesh,On Violation,2015
10180170,Sri Venkata Krishna Educational Society,Andhra Pradesh,On Violation,2015
10190314,Sri Veera Hanuman Yuva Jana Seva Sangham,Andhra Pradesh,On Violation,2015
10120260,Sri Vasavi Educational Society,Andhra Pradesh,On Violation,2015
10240025,Sri Taraka Rama Mahila Mandali Rural and Urban Development,Telangana,On Violation,2015
10270069,Sri Swamy Hamsananda Saraswathi Swasthi Ashram,Andhra Pradesh,On Violation,2015
10270120,Sri Sri Sri Jagadguru Adi Shankara Tapovana Vruddhasramam Trust,Andhra Pradesh,On Violation,2015
10120233,Sri Shiridi Baba Educational Society,Andhra Pradesh,On Violation,2015
10140290,Sri Satya Sai Mahila Mandali,Andhra Pradesh,On Violation,2015
10230370,Sri Satya Sai Education & Leper's Welfare Society,Telangana,On Violation,2015
10270244,Sri Sai Women Welfare Association,Andhra Pradesh,On Violation,2015
10230373,Sri Sai Baba Mahila Toys Centre & Mahila Society,Telangana,On Violation,2015
10190257,Sri Ravindranath Tagore Committee Upper Primary School,Andhra Pradesh,On Violation,2015
10270100,Sri Ramanakrishna Educational Society,Andhra Pradesh,On Violation,2015
10270026,Sri Ramakrishna Education Society,Andhra Pradesh,On Violation,2015
10310128,Sri Raju Educational Society,Andhra Pradesh,On Violation,2015
10170218,Sri Raghavendra Rural Development Society,Andhra Pradesh,On Violation,2015
10270132,Sri Raghavendra Mahila Mandali,Andhra Pradesh,On Violation,2015
10180248,Sri Raghavendra Educational Society,Andhra Pradesh,On Violation,2015
10330065,Sri Parameswary Girijana Mahila Mandali,Andhra Pradesh,On Violation,2015
10140382,Sri Nidhi Animal Welfare Society,Andhra Pradesh,On Violation,2015
10350201,SRI LIKI WOMEN WELFARE ASSOCIATION,Andhra Pradesh,On Violation,2015
10190132,Sri Lakshmi Sri Mahila Mandal,Andhra Pradesh,On Violation,2015
10140271,"Sociwety for Community Health, Welfare and Envirnment Protection",Andhra Pradesh,On Violation,2015
10270112,Sri Lakshmi Mahila Mandali,Andhra Pradesh,On Violation,2015
10180235,SRI JHANSI LAKSHMI BHAYI MAHILA SANGHAM,Andhra Pradesh,On Violation,2015
10310147,Sri Janaki Mahila Mandali,Andhra Pradesh,On Violation,2015
10230198,Sri Jain Sewa Sangh,Telangana,On Violation,2015
10260136,Sri Jaihind Yuvaka Mandali,Andhra Pradesh,On Violation,2015
10120185,Sri Guru Seva Niketan,Andhra Pradesh,On Violation,2015
10190138,Sri Dkurga Mahila Mandali,Andhra Pradesh,On Violation,2015
10270220,SRI DATTATHREYA RURAL DEVELOPMENT SOCIETY,Andhra Pradesh,On Violation,2015
10160385,Sri Balaji Youth Association,Andhra Pradesh,On Violation,2015
10160304,Sri Balaji Educational Society,Andhra Pradesh,On Violation,2015
10190046,Sree Amasuya Charitable Society,Andhra Pradesh,On Violation,2015
10310162,Spandana Rural Development Society,Andhra Pradesh,On Violation,2015
10140207,Spandana,Andhra Pradesh,On Violation,2015
10160130,Socio-Economic Integrated Development Society,Andhra Pradesh,On Violation,2015
10230448,Socio- Evangelical- Economic- Development- Society,Telangana,On Violation,2015
10250078,Socio Economic Welfare Association,Telangana,On Violation,2015
10260170,Society of Welfare for Orphans And Rural Developement,Andhra Pradesh,On Violation,2015
10230101,Society of St. Anne's Convent,Telangana,On Violation,2015
10270029,Society of Sisters of St. Anne Society No.18,Andhra Pradesh,On Violation,2015
10160401,"Society of Health, Agriculture, Rehabilitation & Education",Andhra Pradesh,On Violation,2015
10270028,Society of Integrated Rural Development,Andhra Pradesh,On Violation,2015
10120206,Society in Action for Rural Development,Andhra Pradesh,On Violation,2015
10120120,Society for Women Educational Economic & Technical Development,Andhra Pradesh,On Violation,2015
10360082,Society For Welfare Awakening Training & Health Implementation,Telangana,On Violation,2015
10360006,Society for Village Evolution and Liberation (Gram Vikash Vimochane Sangham),Telangana,On Violation,2015
10310091,Society For Training Action & Research,Andhra Pradesh,On Violation,2015
10230163,Society for the Uplift of the Poor from Poverty through Organisation Research,Telangana,On Violation,2015
10120008,Society for the Promotion of Health Education & Rural Economy,Andhra Pradesh,On Violation,2015
10260196,Society for Social Welfare Agriculture and Rural Development,Andhra Pradesh,On Violation,2015
10140027,Society For Rural Service,Andhra Pradesh,On Violation,2015
10230363,Society for Preservation of Environment & Quality of Life,Telangana,On Violation,2015
10300078,Society for Integrated Social Service,Telangana,On Violation,2015
10230764,Society for integrated Rural improvement action (SIRIA),Telangana,On Violation,2015
10330064,Society For Integrated Rural Development,Andhra Pradesh,On Violation,2015
10320029,Society for Integrated Development Services,Telangana,On Violation,2015
10230658,Society for Integrated Development,Telangana,On Violation,2015
10140320,Society for Health Education Economic Upliftment of People,Andhra Pradesh,On Violation,2015
10230104,"Society for Friar's Minor,R",Telangana,On Violation,2015
10370026,Society for Environment and Energy Development,Andhra Pradesh,On Violation,2015
10230266,Society For Education & Environment Development Service,Telangana,On Violation,2015
10120129,Social Education Voluntary Association,Andhra Pradesh,On Violation,2015
10140044,Small & Marginal Farmers Assistance,Andhra Pradesh,On Violation,2015
10370032,Society for Environment & Energy Development,Andhra Pradesh,On Violation,2015
10220188,Society for Environemtnal Education and Promotion,Telangana,On Violation,2015
10230097,Society for Energising Urban & Vocational Education,Telangana,On Violation,2015
10250065,Society For Economical & Welfare Activity,Telangana,On Violation,2015
10140303,Society for Economic Reconstruction and Village Emancipation,Andhra Pradesh,On Violation,2015
10170099,Society for All-sided Action in Rural Recovery,Andhra Pradesh,On Violation,2015
10160426,Social Welfare Society,Andhra Pradesh,On Violation,2015
10140360,Social Welfare Education and Environmental Team,Andhra Pradesh,On Violation,2015
10160409,"Social Technical Education Promoting Society,",Andhra Pradesh,On Violation,2015
10140173,Social Service Society,Andhra Pradesh,On Violation,2015
10160436,SOCIAL SERVICE SOCIETY,Andhra Pradesh,On Violation,2015
10140334,Social Innovation Development Unit for Rural,Andhra Pradesh,On Violation,2015
