State,Reg No,Association,Address,Nature
West Bengal,147040170,Chhota Kasafalia Bally Chakra Club,", P.o. Sillya Beria-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040173,Sevak Sangha,"Mathura, Midna Ur-",Social 
West Bengal,147040187,Palli Ran Chattra Sangha,"Go Alchak, Midna Ur-","Cultural ,Social "
West Bengal,147040192,Plkurbaradhapur Ramkrishna Sebak Sangha,", Vill. & P.o.purbaradhapur-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040198,Bajkul Sports Association,"Po. Kismat Bajkul, Dist Midnapore-721655",Social 
West Bengal,147040200,Amar Seva Sangha,"Raine, Midnapor-721130","Cultural ,Social "
West Bengal,147040201,Chalaman,"P.S. Bhupati Nagar, , Vill. Uttarkhhamar-721454",Social 
West Bengal,147040214,Netaji Youth Club & Pathagar,"Village- Murrari Check, Post- Kumarpur-","Cultural ,Educational ,Social "
West Bengal,147040215,Purba Karanji Juba Sangha,"Vpo Karanji, Midnapore -721423",Social 
West Bengal,147040217,Bahumukhi Sangh,"P.o.madhabpur, Sankhadiha-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040218,Durgapur Nazrulpathagar,"Vill. Gobindaberabar, Distt Midnapore-",Social 
West Bengal,147040224,Haria Girish Sangha,", Midnapore-",Social 
West Bengal,147040229,Kalindi Tarun Sang,", Vill.&p.o.kalindi-","Cultural ,Economic ,Social "
West Bengal,147040234,Nandi Gram Samaj Kalyan Parisad,", V& PO Hanubhunia-",Social 
West Bengal,147040240,Contai Volunters Forum,", P.o.mathura-","Cultural ,Educational ,Social "
West Bengal,147040256,Kalyanchak Netaji Subhash Sangha,"P.o Haria, Kalyachak, Midnapore -721430","Cultural ,Economic ,Educational ,"
West Bengal,147040269,Agrani Sangha And Pathagar,"Vil Jagannath Karbar Pirijkhanbar, Midnapore-721422","Religious(Hindu) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147040272,Asnan Ma Sardamayee Mahila Samity,"At/po Asnan Ps Moyna, Midnapore-721642",Social 
West Bengal,147040283,National Socy.for Preven.of Blind.m.brch,"Post.mechada, -",Social 
West Bengal,147040286,Dr. Ambedkar Society For Socio- Economic Welfare & Development,"Mir Bazar, Nabinabbag-721101","Economic ,Social "
West Bengal,147040296,Ajodhyapur Palli Mangal Samiti,", Vill.&p.o.ajodhyapur, contai-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040306,Madhya Kalaberia Bandhab Sammilani Club,", Vill &p.o.kalaberia-","Cultural ,Economic ,Educational ,Social "
West Bengal,147040307,Gamaduli Ramakrishna Seva Sadan Sanstha,"Po Daisal Gamaduli , Midnapore-721401","Cultural ,Educational ,Social "
West Bengal,147040319,Participatory Peace Mission for Humanity,"Khanchi P O, Purba Medinipur, 721643",Social 
West Bengal,147040327,Society For Enlightened Voluntary Action,"Raily No.771, Unity-4 Uhf, Colony Jhapetupur-",Social 
West Bengal,147040331,Kulrakhi Ananog Mahal,"Vill Kulrakhi, Po Katanka, Via Amorsh, Patashpur, Midnapore-721454",Social 
West Bengal,147040332,Lowada Dr. Ambedkar Gram Bikash Kendra,"Lowada, Paschimmedinapur, West Bengal-721136","Cultural ,Economic ,Educational ,Social "
West Bengal,147040335,Maguria Netaji Club,"Po Nankar Vil. Maguria , Midnapore-721437","Cultural ,Social "
West Bengal,147040441,Chowgeria Netaji Sabha,"Po:dabuapukur, Ps:panshura, Block:panskura Block 1-721653",Social 
West Bengal,147040444,Purba Dakshin Moyna Sri Binoy Krishna Social Welfare Society,"Vill & Post Purba Dakshin Moyna, P.s, Moyna-721629",Social 
West Bengal,147040448,Ramakrishna Pally Unnayan Sangha,"At. Aranga, P.o.kultikri, Aranga, Midnapore-",Social 
West Bengal,147040456,Trilochanpur Sri Ramakrishna Ashram,"Vill:trilochanpur, Po: Sijeria, Distt: Midnapore, West Bengal-721139","Religious(Hindu) ,Educational ,"
West Bengal,147040464,Faizur Rasul Educational Welfare Trust,"Vill - Beloon (champadali), Po Panskura Rly Stn.-721152","Religious(Muslim) ,Educational ,Social "
West Bengal,147040483,Tamralipta Nari Pragati Kalyan Society,"Vill Salgechia, PO Tamluk, Purba Medinipur-","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147040485,Vivekananda Sevasangha,"Dakshin Basulipat, PO Ramnagar-721441","Religious(Hindu) ,"
West Bengal,147040489,Midnapore District Council for Social Welfare,"Egra, , Purba Medinipur, -721429",Social 
West Bengal,147040497,Dhajibhanga Milan Bithi Seva Sansad,"Vill-Dhajibhanga, PO-Haria, Contai, Purba Midnapur-721430","Cultural ,Educational ,Social "
West Bengal,147040500,Gohaldiha Jati Upajati Blue Birds Womens Welfare Centre,"At-Gohaldiha, PO-Kharikamathani, Paschim Midnapore-721159","Cultural ,Educational ,Social "
West Bengal,147040501,Sabitrapur Palli Unnayan Sangha 'O' Pathagar,"Vill-Sabitrapur, PO-Paldhui, Purba Medinipur-721453","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147040506,Kamalpur(Uttar Palli) Avijan Sangha,"Vill-Kamalpur, PO-Basulia, Purba Medinipur-","Religious(Hindu) ,Cultural ,Educational ,Social "
West Bengal,147040507,"Sevayatan Kalyan Kendra,Swarabodhan Niketan","Special School for hearing&mentally, handicapped, PO-Sevayatan, -721514","Cultural ,Educational ,Social "
West Bengal,147040509,Ghatmura Vivekananda Pathchakra,"PO-Ghatmura, , West Midnapore-721201",Social 
West Bengal,147040513,Rampur Deshapremik Sangha,"Vill-Rampur, PO-Contai, Pruba Midnapore-721401",Social 
West Bengal,147040523,Sanjiboni Unnyan Sanstha,"Nutan Bazar, PO-Midnapore, Paschim Medinipur-721101",Social 
West Bengal,147040525,Bhagabandh Shreemat Swami Suddhyanda Giri Maharajji-Manab Kalyan Yogashram,"Vill/PO-Bhagabandh, Jhargram sub, Paschim Midnapur-721515","Cultural ,Economic ,Educational ,Social "
West Bengal,147040530,Deriachak V idyasagar Social Welfare Organisation,"Vill & P.O.-Deriachak, P.S.-, Kolaghat, Purba Medinipur, -721151",Social 
West Bengal,147040535,Sapdhara Mahila Mandal,"Village : Sapdhara, PO : Chandri, Jhargram-721507",Social 
West Bengal,147040537,Society for Contai Christ the Saviour Church,"Gospel Cottage, Bagmari Road, , Kumarpur, Contai, P.0, Medinipur, -721401","Religious(Christian) ,Cultural ,Educational ,Social "
West Bengal,147040539,Purba Bamunia Janamangal Society,"Purba Bamunia, PO-Dariapur, PS-Contai Purba Medinipore-721442",Social 
West Bengal,147040542,Raghunathpur Spot-light Society.,"Raghunathur New Bus Stand., C/o Basudeb, Barik House, Jhargram-721507","Cultural ,Economic ,Educational ,Social "
West Bengal,147040548,Sitarampur Samaj Kalyan Samiti,"Vill-Sitarampur, PO-Maligram, Pingla, Paschim Medinipur-721140","Cultural ,Economic ,Educational ,Social "
West Bengal,147040551,Midnapore Eye Bank and Eye Care Unit,"Prembazar PO-Hijli cooperative, Kharagpur, Paschim Midnapore-721306",Social 
West Bengal,147040555,Uttar Bansbani Pallee Unnayan Sangha,"Vill-Uttar Bansbani P.o-Fatechak P.S-Sabang, G.P-Khepal-7, 721144","Cultural ,Economic ,Educational ,Social "
West Bengal,147040556,Womens Animators Group,"Raghunathpur, Jhargram, 721507","Educational ,Social "
West Bengal,147040557,PARAMANANDAPUR VIVEKANANDA CLUB,"PARAMANANDAPUR MOYNA, PURBA MIDNAPORE, 721644","Cultural ,Educational ,Social "
West Bengal,147040558,mathurapur gram bikas kendra,"vill mathurapur po hiradhapur, chandrakona, 721232","Cultural ,Economic ,Educational ,Social "
West Bengal,147040568,ATBERIA NABODAY SANGHA,"VILL - ATBERIA, P.O. - HARIJHAMA, P.S. - PANSKURA, 721152","Educational ,Social "
West Bengal,147040574,Silda Swasti Unnayan Samiti,"Vill Silda, P.O. Silda, P.S. Binpur, Dist. Paschim Medinipur, Silda, 721515","Cultural ,Economic ,Educational ,Social "
West Bengal,147040582,Uchahar Nazrul Smriti Sangha,"Vill.- Uchahar, P.O.-Kalagram, Dist.- Paschim Medinipur., Midnapore, 721150","Cultural ,Economic ,Educational ,Social "
West Bengal,147040587,DATAN SPORTS AND CULTURAL ASSOCIATION,"DATAN, Paschim Mednipur, 721426","Cultural ,Social "
West Bengal,147040588,Trilochanpur Association for Development in Social Welfare,"Vill-Chakkripan, PO-Chakpurusottam, PS and Block-Debra, Dist-Paschim Medinipur., Debra, 721211","Cultural ,Economic ,Educational ,Social "
West Bengal,147040591,PURVA KANTHI MITALI SANGHA,"VILLAGE PATHARGHATA PO DAKSHIN DAUKI PS CONTAI, CONTAI, 721464","Cultural ,Educational ,Social "
West Bengal,147040598,SHYAMCHAK PRATIBANDHI KALYAN SAMITY,"VILL- GOURHATI PO- SHYAMCHAK PS- KHARAGPUR LOCAL, SHYAMCHAK, 721301",Social 
West Bengal,147040600,BHEMUA SHAID SMRITI SOCIAL WELFARE AND EDUCATION SOCIETY,"VILL PO BHEMUA PS SABANG DIST PASCHIM MEDINIPUR, BHEMUA 10 NO GP, 721155","Cultural ,Economic ,Educational ,Social "
West Bengal,147040601,BASULIA UTTAR BASULIA AND DURBABERIA GOLDEN RECREATION CLUB,"VILL-BASULIA PO-PURBA SRIKRISHNAPUR PS-SUTAHATA, HALDIA, 721635","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147040603,Noble Education and Welfare Trust,"Vill Dighasipur P O Chakdwipa P S Bhabanipur Dist Purba Medinipur, Haldia, 721666","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147040604,NIGAMANANDA JOYGURU YOGA ASHRAM,"Vill -Khanjapur PO- Khanjapur PS-Ghatal Dist-Paschim Medinipur, Ghatal, 721212","Cultural ,Economic ,Educational ,Social "
West Bengal,147040606,SWAMI VIVEKANANDA MISSION TRUST,"VILL GOKULCHAK PO JALCHAK PS PINGLA, KHAGRAGPUR, 721155",Social 
West Bengal,147040607,GHATAL MAHAKUMA SAMAJIK SURAKSHA KENDRA,"KUSHPATA NAJRUL PALLY PO GHATAL DIST PASCHIM MEDINIPORE, GHATAL, 721212","Cultural ,Educational ,Social "
West Bengal,147040610,Paschim Ghoshpur Rural Education Development Society,"Village Paschim Ghoshpur PO Naba Anantapur Dist Purba Medinipur PIN 721601, Bhagwanpur, 721601",Social 
West Bengal,147040611,JHARGRAM HONEST MISSION,"NIRMALA BHAWAN, BACHURDOBA, PO AND PS - JHARGRAM, DIST - PASCHIM MEDINIPUR, PIN - 721507, Jhargram, 721507","Cultural ,Economic ,Educational ,Social "
West Bengal,147040612,PARULBARI VIVEKANANDA NIBEDITA JANAKALYAN SANGHA,"Parulbari Nandigram Purba Medinipur, Nandigram, 721631","Cultural ,Economic ,Educational ,Social "
West Bengal,147040613,MECHEDA BHAGABAN SHREE KRISHANA MATH MISSION AND YOGASHRAM KENDRA,"MECHEDA NO 1 MINI MARKET STALL NO 118, P.O- MECHEDA, MECHEDA, 721137","Religious(Hindu) ,Social "
West Bengal,147040614,SILAMPUR TIGER CLUB,"VILL SILAMPUR - PO PIRIJKHANBAR - PS EGRA - BLOCK EGRA II - DIST PURBA MEDINIPUR, KOLKATA, 721422","Cultural ,Economic ,Educational ,Social "
West Bengal,147040615,EGRA WORLD HARVEST MISSIONS,"KASBA EGRA - WORD NO FIVE - EGRA MUNICIPALITY - PO AND PS EGRA, KOLKATA, 721429","Cultural ,Economic ,Educational ,Social "
West Bengal,147040616,SAKUNDIHA GOURIDEVI VILLAGE DEVELOPMENT AND SOCIAL WELFARE SOCIETY,"SAKUNDIHA ANANDAPUR KESHPUR PASCHIM MEDINIPUR, MIDNAPORE, 721122","Cultural ,Educational ,Social "
West Bengal,147040617,GLOBAL PHILANTHROPIC FOUNDATION,"VILL RAIPUR PO RAIPUR PASCHIMBAR PS CONTAI DIST PURBA MEDINIPUR, CONTAI, 721401","Religious(Muslim) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147040618,Mathura Seva Sangha,"Village and Post Mathura District Purba Medinipur, Purba Medinipur, 721456","Cultural ,Economic ,Educational ,Social "
West Bengal,147040619,HINCHI HUMAN WELFARE SOCIETY,"VILL HINCHI PO SARADA PS CONTAI, CONTAI, 721427","Religious(Muslim) ,Cultural ,Educational ,Social "
West Bengal,147040620,BAHALIA SCHEDULE CASTE SCHEDULED TRIBE WELFARE SOCIETY,"VILL BAHALIA - PO JUKI - PS EGRA - DIST PURBA MEDINIPUR, KOLKATA, 721448","Cultural ,Economic ,Educational ,Social "
West Bengal,147050005,Sisters Of Charity,"Shanti Niloy Azimganj , Murshidabad-742122","Religious(Christian) ,Educational ,Social "
West Bengal,147050010,Sisters Of Charity Nirmal Sadan,"Polsondamore, Murshidabad-","Religious(Christian) ,Educational ,"
West Bengal,147050021,Gramin Economic Development Work Centre,"Sonarondi Po Banawarbadraj, Murshidabad-","Economic ,Social "
West Bengal,147050026,Tamralipta Nibedita Jankalyan Samity,"Rajnagar Baharjala, Midnapore-721651","Economic ,Educational ,Social "
West Bengal,147050032,Kazishaha Salafiah Shishu Madrasah,"Vill & Post- Kazishaha, P.s.- Beldanga-742133","Religious(Muslim) ,Cultural ,Educational ,Social "
West Bengal,147050034,Hatgachha Educational & Welfare Trust,"Vill.- Hatgachha, P.o.- Sundipur, P.s. - Berhampore-742101","Educational ,Social "
West Bengal,147050040,Sevavrata,"Vill-Sargachi, PO-Sargachi Ashrama, Berhampore, Murshidabad-742134",Social 
West Bengal,147050042,Murshidabad Adibashi Gramin Janaklyani Samity,"Vill & PO-Shaipara, , Murshidabad-742308","Economic ,Educational ,Social "
West Bengal,147050058,Altab Charitable Society,"Khidirpur P.O. Chhabghati, , Murashidabad, , 742201","Cultural ,Economic ,Educational ,Social "
West Bengal,147050067,SOUTHERN SEVA HEALTH IMPROVEMENT SOCIETY,"RASULPUR (BABLABONA), P.O. P.T. RASULPUR, DOMKAL, Domkal, 742303","Cultural ,Economic ,Educational ,Social "
West Bengal,147050073,ABUL KALAM AZAD MASS EDUCATION SOCIETY,"Village – Kadam Sarif, P.O. – Roshan Bagh, P.S. – Murshidabad, Roshan Bagh, 742164","Cultural ,Economic ,Educational ,Social "
West Bengal,147050075,KURICHA RURAL DEVELOPMENT SOCIETY,"VILL KURICHA P O MOHURA KANDI P.S. BAROWAN, BAROWAN, 742134","Cultural ,Educational ,Social "
West Bengal,147050077,CHUANPUR SAPTAPARNI,"P.O. - CHUANPUR, BERHAMPORE, 742101","Cultural ,Educational ,Social "
West Bengal,147050078,NONADANGA SARADA SHILPA NIKETAN,"Village – Nonadanga, P.O. – Khatua, , Murshidabad, 742122","Cultural ,Economic ,Educational ,Social "
West Bengal,147050079,Haridasnagar Srima Shilpa Niketan,"Vill Master Para PO Raghunathganj Dist Murshidabad, Berhampur, 742225","Cultural ,Economic ,Educational ,Social "
West Bengal,147050085,SUNDAR COLONY SCEDULE CAST SCHEDULE TRIBE DEVELOPMENT SOCIETY,"Village Sundar Colony P O Banjetia, P S Behrampore, 742102","Cultural ,Social "
West Bengal,147050094,ISLAMIC SOCIETY RAMNA BASANTAPUR,"RAMNA BASANTAPUR PS DOMKAL, DOMKAL, 742416","Educational ,"
West Bengal,147050095,BHOLANATHPUR MODEL STUDY CENTER,"BHOLANATHPUR, KADAMTALA, 742224","Religious(Others) ,Cultural ,Economic ,Educational ,Social "
West Bengal,147050096,AURANGABAD JANA SAMAJ UNNAYAN SAMITI,"Village Jagtai More PO Jagtai Dist Murshidabad, Murshidabad, 742224","Cultural ,Economic ,Educational ,Social "
West Bengal,147050097,JHANJHA UNNAYAN SAMITY,"VILL-JHANJHA PO-PROTAPPUR PS- HARIHARPARA DIST-MURSHIDABAD, BERHAMPORE, 742166","Cultural ,Economic ,Educational ,Social "
West Bengal,147050098,GUIDANCE EDUCATION AND WELFARE TRUST,"AURANGABAD, MURSHIDABAD, 742201","Religious(Muslim) ,Cultural ,Educational ,Social "
West Bengal,147050099,KALIYAGANJ URBAN RURAL AND SC ST DEVELOPMENT SOCIETY,"VILLAGE - BOGDADNAGAR , POST OFFICE-CHAKSERPUR POLICE STATION -SAMSHERGANJ, SAMSHERGAJ, 742202","Cultural ,Educational ,Social "
West Bengal,147050100,Murshidabad Ursa Rural Development Society,"Islampur Hat Complex, Murshidabad, 742304","Cultural ,Economic ,Educational ,Social "
West Bengal,147050102,RURAL NATIONAL CLUB,"Village and PO Nabipur PS Raninagar, Raninagar, 742308","Cultural ,Economic ,Educational ,Social "
West Bengal,147060016,St Capitanios School Sisters Of Charity,"P.o. Maliapata, Nadia-741103","Religious(Christian) ,Cultural ,Educational ,Social "
West Bengal,147060020,Sisters Of Charity Holy Family Convent,"Po Krishnagar, Nadia -741101","Religious(Christian) ,Economic ,Educational ,Social "
West Bengal,147060021,The Roman Catholic Church,"Raghobpur, P.o.- Panpara-741201","Religious(Christian) ,Educational ,Social "
West Bengal,147060035,The Roman Catholic Church Chapra,"Po Bangaljhi, Chapra, Dist-nadia-741123","Religious(Christian) ,Cultural ,Educational ,Social "
West Bengal,147060036,ST JOHN AMBULANCE ASSOCIATION RANAGHAT CENTRE,"ST. JOHN AMBULANCE ASSOCIATION RANAGHAT CENTRE, ST. JOHN BHABAN, VIVEKANANDA PALLY, 196 BAHARAMMPUR ROAD, , NADIA, 741201",Social 
West Bengal,147060048,Kaliganj Block Gramin Khudra & Kutir,", Vill: Dangapara, P.o.debagram-",Social 
West Bengal,147060074,Debagram Gram Unnayan Kendra,"Debagram(Dangapara)PO-Debagram, Nadia, Krishna Nagar, -741137",Social 
West Bengal,147060076,Fulia 52 Bigha Social Development Organisation,"PO-Buincha, Fulia, Nadia-",Social 
West Bengal,147060085,Patuli Mohila Uddyog Samity,"Vill. PO. Badkulla, , Nadia, 741121","Cultural ,Economic ,Educational ,Social "
West Bengal,147060088,Self Help Group Promotional Forum,"Sreema Mahila Samity Village Duttapulia PS Dhantala, Duttapulia, 741504",Social 
West Bengal,147060089,Social Empowerment and Voluntary Association Zero Two,"Kaikhali, P.O. - Haritala, District - Nadia, Kaikhali, 741502","Cultural ,Economic ,Educational ,Social "
West Bengal,147060103,NABADWIP SIBAYAN VILLAGE DEVELOPMENT SOCIETY,"Vill-Bishwnupur, P.O- Bablary, P.S- Nabadwip, Nabadwip, 741316","Cultural ,Educational ,Social "
West Bengal,147060104,NADIA SHIBPUR SAI SADGURU SAMITY,"VILLAGE SHIBPUR PO SHIBPUR PS NAKASHIPARA, KRISHNANAGAR, 741191","Religious(Others) ,Cultural ,Educational ,Social "
West Bengal,147060105,Chapra Sign of the Cross Club,"Chapra South Christian Para, Chapra, 741123","Cultural ,Economic ,Educational ,Social "
West Bengal,147060106,Nadia Sangrami Gramunnayan Sanstha,"Vill. Potia, P.O- Madhabpur, P.S- Chapra, Chapra, 741164","Cultural ,Educational ,Social "
West Bengal,147060107,RANAGHAT LIONS TRUST,"BISWASPARA LANE PO- RANAGHAT DT-NADIA WB, RANAGHAT, 741201",Social 
West Bengal,147060108,NADIA DISTRICT FOR PEOPLE LIVING WITH HIV AIDS SOCIETY,"Lt Laltu Dutta House Anjana Para Gokhel Road Shakti Nagar Krishnanagar, Shakti Nagar, 741102","Cultural ,Economic ,Educational ,Social "
West Bengal,147060110,SHRI GOUDIYA VEDANTA SAMITI,"SHRI DEVANANDA GOUDIYA MATH P O NABADWIP, NABADWIP, 741302","Cultural ,Economic ,Educational ,Social "
West Bengal,147060111,PLASSEY BHAGAT SINGH YOUTH FORUM,"Tejnagar Kalitala Plassey Sugar Mill, Nadia, 741157","Cultural ,Educational ,Social "
West Bengal,147060112,Madrasatul Banat Aiyshatussiddiqa,"Vill and Post Office Jahitkipota, Jhitkipota, 741102","Educational ,"
West Bengal,147060113,BROADWAY CHARITABLE TRUST,"VILLAGE CHHATIMTALA POST OFFICE AND POLICE STATION CHAKDAHA, DISTRICT NADIA, 741222","Cultural ,Economic ,Educational ,Social "
West Bengal,147060114,Sri Mayapur Food Relief Trust,"Sridham Mayapur P.O. Srii Mayapur, Nabadwip, 741313",Social 
West Bengal,147060115,NAKASHIPARA NIRMAL HRIDAY SAMITY,"VILL GALAIDARI. PO BAD BILLWAGRAM. PS NAKASHIPARA. DIST MURSHIDABAD.WB, BETHUADAHARI, 741126",Social 
West Bengal,147060116,Dr K R Adhikary College of Optometry and Paramedical Technology,"B 17-30(S), Kalyani, 741235","Educational ,Social "
West Bengal,147070010,Simonpur Help The Aged Project,"C/o The Leprosy Hospital P.box 9, Purulia-723101",Social 
West Bengal,147070011,SRI SRI BIJOYKRISHNA ASHRAM RELIEFSOCIETY,"Po Ramchandrapur Ashram, Purulia-","Religious(Hindu) ,Social "
West Bengal,147070013,Bharatiya Jukta Christa Prachar Mandali,"Balrampur Misssion, P.o.rangadih-","Religious(Christian) ,"
West Bengal,147070020,Purilic Pelli Seva Sangha,"At- Auendeep P.o. Kuruk Topa, Dist- Purulia-",Social 
West Bengal,147070023,Marshal Dahar Gaunta,"Purulia, West Bengal-723121",Social 
West Bengal,147070024,West Bengal Vivekanand Rural Dev.society,"Professors Colony, kotika, P.o.purulia-","Cultural ,Educational ,Social "
West Bengal,147070028,Vivekananda Vikash Kendra,"Vill.dhundikhap, P.o Dava-torang-",Social 
West Bengal,147070031,Bhatbandh Mahila Samity,"Bhatbandh, , Purulia, -723101",Social 
West Bengal,147070043,PURULIAS ORGANISATION FOR WELFARE EMPOWERMENT RESEARCH,"ASHIRBAD KUTIR WILCOX ROAD BHATBANDH PARA BYE LANE, PURULIA, 723101",Social 
West Bengal,147070048,PURULIA BAKULTALA MAHILA UNNAYAN SAMITY,"Namopara Bakultala Lane, Purulia, 723103","Cultural ,Economic ,Educational ,Social "
West Bengal,146900012,Raiganj Environmental & Wildlife Association,"Vill+Blengalbari, PS-Hemtabad, , Dist.-Uttar Dinajpur, -733134","Cultural ,Economic ,Educational ,Social "
